Index,LowerBound,UpperBound,mcmean,truemean
+355,+2.85333e+00,+3.06138e+00,+2.95736e+00,+3.00000e+00
+356,+2.85925e+00,+3.06701e+00,+2.96313e+00,+3.00000e+00
+357,+2.86219e+00,+3.06965e+00,+2.96592e+00,+3.00000e+00
+358,+2.86553e+00,+3.07270e+00,+2.96911e+00,+3.00000e+00
+359,+2.86858e+00,+3.07547e+00,+2.97203e+00,+3.00000e+00
+360,+2.86523e+00,+3.07183e+00,+2.96853e+00,+3.00000e+00
+361,+2.87043e+00,+3.07674e+00,+2.97359e+00,+3.00000e+00
+362,+2.87390e+00,+3.07993e+00,+2.97692e+00,+3.00000e+00
+363,+2.87043e+00,+3.07617e+00,+2.97330e+00,+3.00000e+00
+364,+2.87306e+00,+3.07852e+00,+2.97579e+00,+3.00000e+00
+365,+2.87232e+00,+3.07750e+00,+2.97491e+00,+3.00000e+00
+366,+2.87264e+00,+3.07754e+00,+2.97509e+00,+3.00000e+00
+367,+2.87076e+00,+3.07537e+00,+2.97307e+00,+3.00000e+00
+368,+2.87058e+00,+3.07492e+00,+2.97275e+00,+3.00000e+00
+369,+2.86997e+00,+3.07403e+00,+2.97200e+00,+3.00000e+00
+370,+2.87427e+00,+3.07806e+00,+2.97616e+00,+3.00000e+00
+371,+2.87858e+00,+3.08210e+00,+2.98034e+00,+3.00000e+00
+372,+2.87179e+00,+3.07503e+00,+2.97341e+00,+3.00000e+00
+373,+2.87386e+00,+3.07683e+00,+2.97535e+00,+3.00000e+00
+374,+2.87506e+00,+3.07776e+00,+2.97641e+00,+3.00000e+00
+375,+2.87390e+00,+3.07632e+00,+2.97511e+00,+3.00000e+00
+376,+2.87825e+00,+3.08041e+00,+2.97933e+00,+3.00000e+00
+377,+2.87620e+00,+3.07809e+00,+2.97715e+00,+3.00000e+00
+378,+2.87529e+00,+3.07691e+00,+2.97610e+00,+3.00000e+00
+379,+2.87708e+00,+3.07843e+00,+2.97776e+00,+3.00000e+00
+380,+2.87449e+00,+3.07558e+00,+2.97503e+00,+3.00000e+00
+381,+2.87457e+00,+3.07539e+00,+2.97498e+00,+3.00000e+00
+382,+2.87693e+00,+3.07749e+00,+2.97721e+00,+3.00000e+00
+383,+2.87859e+00,+3.07889e+00,+2.97874e+00,+3.00000e+00
+384,+2.88164e+00,+3.08168e+00,+2.98166e+00,+3.00000e+00
+385,+2.88250e+00,+3.08228e+00,+2.98239e+00,+3.00000e+00
+386,+2.88556e+00,+3.08508e+00,+2.98532e+00,+3.00000e+00
+387,+2.88919e+00,+3.08845e+00,+2.98882e+00,+3.00000e+00
+388,+2.89057e+00,+3.08957e+00,+2.99007e+00,+3.00000e+00
+389,+2.89153e+00,+3.09028e+00,+2.99091e+00,+3.00000e+00
+390,+2.89352e+00,+3.09202e+00,+2.99277e+00,+3.00000e+00
+391,+2.89552e+00,+3.09376e+00,+2.99464e+00,+3.00000e+00
+392,+2.89382e+00,+3.09181e+00,+2.99282e+00,+3.00000e+00
+393,+2.89508e+00,+3.09281e+00,+2.99395e+00,+3.00000e+00
+394,+2.89531e+00,+3.09279e+00,+2.99405e+00,+3.00000e+00
+395,+2.89739e+00,+3.09462e+00,+2.99601e+00,+3.00000e+00
+396,+2.89713e+00,+3.09411e+00,+2.99562e+00,+3.00000e+00
+397,+2.89666e+00,+3.09340e+00,+2.99503e+00,+3.00000e+00
+398,+2.89827e+00,+3.09476e+00,+2.99652e+00,+3.00000e+00
+399,+2.89765e+00,+3.09390e+00,+2.99577e+00,+3.00000e+00
+400,+2.89962e+00,+3.09562e+00,+2.99762e+00,+3.00000e+00
+401,+2.89883e+00,+3.09458e+00,+2.99670e+00,+3.00000e+00
+402,+2.89934e+00,+3.09485e+00,+2.99710e+00,+3.00000e+00
+403,+2.89526e+00,+3.09053e+00,+2.99290e+00,+3.00000e+00
+404,+2.89248e+00,+3.08750e+00,+2.98999e+00,+3.00000e+00
+405,+2.88891e+00,+3.08370e+00,+2.98631e+00,+3.00000e+00
+406,+2.88752e+00,+3.08206e+00,+2.98479e+00,+3.00000e+00
+407,+2.88633e+00,+3.08064e+00,+2.98349e+00,+3.00000e+00
+408,+2.88937e+00,+3.08344e+00,+2.98640e+00,+3.00000e+00
+409,+2.89082e+00,+3.08465e+00,+2.98774e+00,+3.00000e+00
+410,+2.88754e+00,+3.08113e+00,+2.98434e+00,+3.00000e+00
+411,+2.89054e+00,+3.08389e+00,+2.98722e+00,+3.00000e+00
+412,+2.88646e+00,+3.07958e+00,+2.98302e+00,+3.00000e+00
+413,+2.88239e+00,+3.07527e+00,+2.97883e+00,+3.00000e+00
+414,+2.88209e+00,+3.07475e+00,+2.97842e+00,+3.00000e+00
+415,+2.88537e+00,+3.07779e+00,+2.98158e+00,+3.00000e+00
+416,+2.88429e+00,+3.07648e+00,+2.98038e+00,+3.00000e+00
+417,+2.88586e+00,+3.07782e+00,+2.98184e+00,+3.00000e+00
+418,+2.88631e+00,+3.07804e+00,+2.98218e+00,+3.00000e+00
+419,+2.89311e+00,+3.08462e+00,+2.98887e+00,+3.00000e+00
+420,+2.89449e+00,+3.08576e+00,+2.99013e+00,+3.00000e+00
+421,+2.89916e+00,+3.09021e+00,+2.99468e+00,+3.00000e+00
+422,+2.89888e+00,+3.08970e+00,+2.99429e+00,+3.00000e+00
+423,+2.89729e+00,+3.08788e+00,+2.99259e+00,+3.00000e+00
+424,+2.89978e+00,+3.09015e+00,+2.99497e+00,+3.00000e+00
+425,+2.89800e+00,+3.08815e+00,+2.99308e+00,+3.00000e+00
+426,+2.89932e+00,+3.08924e+00,+2.99428e+00,+3.00000e+00
+427,+2.90091e+00,+3.09060e+00,+2.99576e+00,+3.00000e+00
+428,+2.90360e+00,+3.09308e+00,+2.99834e+00,+3.00000e+00
+429,+2.90397e+00,+3.09323e+00,+2.99860e+00,+3.00000e+00
+430,+2.90715e+00,+3.09618e+00,+3.00167e+00,+3.00000e+00
+431,+2.91059e+00,+3.09941e+00,+3.00500e+00,+3.00000e+00
+432,+2.91421e+00,+3.10280e+00,+3.00850e+00,+3.00000e+00
+433,+2.91735e+00,+3.10573e+00,+3.01154e+00,+3.00000e+00
+434,+2.91936e+00,+3.10753e+00,+3.01345e+00,+3.00000e+00
+435,+2.91555e+00,+3.10349e+00,+3.00952e+00,+3.00000e+00
+436,+2.91987e+00,+3.10760e+00,+3.01374e+00,+3.00000e+00
+437,+2.91873e+00,+3.10625e+00,+3.01249e+00,+3.00000e+00
+438,+2.91681e+00,+3.10411e+00,+3.01046e+00,+3.00000e+00
+439,+2.91593e+00,+3.10302e+00,+3.00947e+00,+3.00000e+00
+440,+2.92038e+00,+3.10726e+00,+3.01382e+00,+3.00000e+00
+441,+2.92121e+00,+3.10787e+00,+3.01454e+00,+3.00000e+00
+442,+2.92303e+00,+3.10948e+00,+3.01626e+00,+3.00000e+00
+443,+2.92430e+00,+3.11054e+00,+3.01742e+00,+3.00000e+00
+444,+2.92639e+00,+3.11242e+00,+3.01941e+00,+3.00000e+00
+445,+2.92513e+00,+3.11095e+00,+3.01804e+00,+3.00000e+00
+446,+2.92309e+00,+3.10871e+00,+3.01590e+00,+3.00000e+00
+447,+2.92286e+00,+3.10826e+00,+3.01556e+00,+3.00000e+00
+448,+2.92166e+00,+3.10685e+00,+3.01426e+00,+3.00000e+00
+449,+2.92108e+00,+3.10607e+00,+3.01358e+00,+3.00000e+00
+450,+2.92351e+00,+3.10830e+00,+3.01591e+00,+3.00000e+00
+451,+2.92561e+00,+3.11020e+00,+3.01790e+00,+3.00000e+00
+452,+2.92544e+00,+3.10981e+00,+3.01762e+00,+3.00000e+00
+453,+2.92188e+00,+3.10605e+00,+3.01397e+00,+3.00000e+00
+454,+2.92290e+00,+3.10687e+00,+3.01489e+00,+3.00000e+00
+455,+2.92265e+00,+3.10642e+00,+3.01453e+00,+3.00000e+00
+456,+2.92409e+00,+3.10765e+00,+3.01587e+00,+3.00000e+00
+457,+2.92490e+00,+3.10827e+00,+3.01659e+00,+3.00000e+00
+458,+2.92560e+00,+3.10876e+00,+3.01718e+00,+3.00000e+00
+459,+2.92655e+00,+3.10951e+00,+3.01803e+00,+3.00000e+00
+460,+2.92324e+00,+3.10601e+00,+3.01463e+00,+3.00000e+00
+461,+2.92712e+00,+3.10968e+00,+3.01840e+00,+3.00000e+00
+462,+2.92584e+00,+3.10821e+00,+3.01702e+00,+3.00000e+00
+463,+2.92861e+00,+3.11078e+00,+3.01970e+00,+3.00000e+00
+464,+2.93080e+00,+3.11278e+00,+3.02179e+00,+3.00000e+00
+465,+2.92902e+00,+3.11080e+00,+3.01991e+00,+3.00000e+00
+466,+2.92929e+00,+3.11088e+00,+3.02009e+00,+3.00000e+00
+467,+2.92807e+00,+3.10947e+00,+3.01877e+00,+3.00000e+00
+468,+2.92980e+00,+3.11100e+00,+3.02040e+00,+3.00000e+00
+469,+2.92702e+00,+3.10802e+00,+3.01752e+00,+3.00000e+00
+470,+2.92534e+00,+3.10616e+00,+3.01575e+00,+3.00000e+00
+471,+2.92815e+00,+3.10877e+00,+3.01846e+00,+3.00000e+00
+472,+2.93117e+00,+3.11160e+00,+3.02138e+00,+3.00000e+00
+473,+2.92980e+00,+3.11004e+00,+3.01992e+00,+3.00000e+00
+474,+2.93095e+00,+3.11100e+00,+3.02098e+00,+3.00000e+00
+475,+2.93067e+00,+3.11053e+00,+3.02060e+00,+3.00000e+00
+476,+2.93294e+00,+3.11261e+00,+3.02278e+00,+3.00000e+00
+477,+2.93123e+00,+3.11071e+00,+3.02097e+00,+3.00000e+00
+478,+2.93109e+00,+3.11039e+00,+3.02074e+00,+3.00000e+00
+479,+2.93291e+00,+3.11201e+00,+3.02246e+00,+3.00000e+00
+480,+2.93452e+00,+3.11344e+00,+3.02398e+00,+3.00000e+00
+481,+2.93330e+00,+3.11203e+00,+3.02266e+00,+3.00000e+00
+482,+2.93398e+00,+3.11253e+00,+3.02326e+00,+3.00000e+00
+483,+2.92954e+00,+3.10790e+00,+3.01872e+00,+3.00000e+00
+484,+2.92643e+00,+3.10461e+00,+3.01552e+00,+3.00000e+00
+485,+2.92736e+00,+3.10536e+00,+3.01636e+00,+3.00000e+00
+486,+2.93187e+00,+3.10969e+00,+3.02078e+00,+3.00000e+00
+487,+2.93069e+00,+3.10832e+00,+3.01950e+00,+3.00000e+00
+488,+2.93145e+00,+3.10890e+00,+3.02017e+00,+3.00000e+00
+489,+2.92973e+00,+3.10700e+00,+3.01836e+00,+3.00000e+00
+490,+2.92845e+00,+3.10553e+00,+3.01699e+00,+3.00000e+00
+491,+2.92670e+00,+3.10360e+00,+3.01515e+00,+3.00000e+00
+492,+2.92655e+00,+3.10327e+00,+3.01491e+00,+3.00000e+00
+493,+2.92554e+00,+3.10208e+00,+3.01381e+00,+3.00000e+00
+494,+2.92679e+00,+3.10316e+00,+3.01497e+00,+3.00000e+00
+495,+2.92847e+00,+3.10466e+00,+3.01657e+00,+3.00000e+00
+496,+2.92899e+00,+3.10500e+00,+3.01699e+00,+3.00000e+00
+497,+2.92766e+00,+3.10349e+00,+3.01558e+00,+3.00000e+00
+498,+2.93029e+00,+3.10594e+00,+3.01811e+00,+3.00000e+00
+499,+2.93018e+00,+3.10566e+00,+3.01792e+00,+3.00000e+00
+500,+2.92970e+00,+3.10500e+00,+3.01735e+00,+3.00000e+00
+501,+2.92854e+00,+3.10366e+00,+3.01610e+00,+3.00000e+00
+502,+2.93274e+00,+3.10769e+00,+3.02021e+00,+3.00000e+00
+503,+2.93351e+00,+3.10829e+00,+3.02090e+00,+3.00000e+00
+504,+2.93373e+00,+3.10834e+00,+3.02103e+00,+3.00000e+00
+505,+2.93527e+00,+3.10970e+00,+3.02248e+00,+3.00000e+00
+506,+2.93751e+00,+3.11177e+00,+3.02464e+00,+3.00000e+00
+507,+2.93684e+00,+3.11093e+00,+3.02388e+00,+3.00000e+00
+508,+2.93689e+00,+3.11081e+00,+3.02385e+00,+3.00000e+00
+509,+2.94103e+00,+3.11477e+00,+3.02790e+00,+3.00000e+00
+510,+2.93936e+00,+3.11294e+00,+3.02615e+00,+3.00000e+00
+511,+2.94141e+00,+3.11481e+00,+3.02811e+00,+3.00000e+00
+512,+2.93948e+00,+3.11272e+00,+3.02610e+00,+3.00000e+00
+513,+2.93799e+00,+3.11106e+00,+3.02452e+00,+3.00000e+00
+514,+2.93827e+00,+3.11117e+00,+3.02472e+00,+3.00000e+00
+515,+2.93842e+00,+3.11116e+00,+3.02479e+00,+3.00000e+00
+516,+2.93752e+00,+3.11008e+00,+3.02380e+00,+3.00000e+00
+517,+2.93833e+00,+3.11073e+00,+3.02453e+00,+3.00000e+00
+518,+2.93636e+00,+3.10859e+00,+3.02248e+00,+3.00000e+00
+519,+2.93640e+00,+3.10847e+00,+3.02243e+00,+3.00000e+00
+520,+2.93457e+00,+3.10648e+00,+3.02052e+00,+3.00000e+00
+521,+2.93640e+00,+3.10814e+00,+3.02227e+00,+3.00000e+00
+522,+2.93628e+00,+3.10785e+00,+3.02206e+00,+3.00000e+00
+523,+2.93471e+00,+3.10612e+00,+3.02042e+00,+3.00000e+00
+524,+2.93086e+00,+3.10211e+00,+3.01648e+00,+3.00000e+00
+525,+2.93262e+00,+3.10370e+00,+3.01816e+00,+3.00000e+00
+526,+2.93199e+00,+3.10291e+00,+3.01745e+00,+3.00000e+00
+527,+2.93277e+00,+3.10353e+00,+3.01815e+00,+3.00000e+00
+528,+2.93501e+00,+3.10560e+00,+3.02031e+00,+3.00000e+00
+529,+2.93336e+00,+3.10380e+00,+3.01858e+00,+3.00000e+00
+530,+2.93143e+00,+3.10171e+00,+3.01657e+00,+3.00000e+00
+531,+2.93260e+00,+3.10271e+00,+3.01765e+00,+3.00000e+00
+532,+2.93236e+00,+3.10231e+00,+3.01733e+00,+3.00000e+00
+533,+2.93532e+00,+3.10511e+00,+3.02022e+00,+3.00000e+00
+534,+2.93670e+00,+3.10633e+00,+3.02151e+00,+3.00000e+00
+535,+2.93895e+00,+3.10842e+00,+3.02368e+00,+3.00000e+00
+536,+2.93995e+00,+3.10926e+00,+3.02461e+00,+3.00000e+00
+537,+2.94025e+00,+3.10941e+00,+3.02483e+00,+3.00000e+00
+538,+2.94127e+00,+3.11027e+00,+3.02577e+00,+3.00000e+00
+539,+2.94001e+00,+3.10885e+00,+3.02443e+00,+3.00000e+00
+540,+2.93926e+00,+3.10794e+00,+3.02360e+00,+3.00000e+00
+541,+2.94134e+00,+3.10987e+00,+3.02560e+00,+3.00000e+00
+542,+2.94219e+00,+3.11057e+00,+3.02638e+00,+3.00000e+00
+543,+2.94490e+00,+3.11312e+00,+3.02901e+00,+3.00000e+00
+544,+2.94748e+00,+3.11555e+00,+3.03151e+00,+3.00000e+00
+545,+2.94814e+00,+3.11605e+00,+3.03210e+00,+3.00000e+00
+546,+2.94810e+00,+3.11586e+00,+3.03198e+00,+3.00000e+00
+547,+2.94721e+00,+3.11482e+00,+3.03102e+00,+3.00000e+00
+548,+2.94809e+00,+3.11554e+00,+3.03182e+00,+3.00000e+00
+549,+2.94845e+00,+3.11574e+00,+3.03209e+00,+3.00000e+00
+550,+2.95217e+00,+3.11932e+00,+3.03575e+00,+3.00000e+00
+551,+2.95395e+00,+3.12095e+00,+3.03745e+00,+3.00000e+00
+552,+2.95285e+00,+3.11969e+00,+3.03627e+00,+3.00000e+00
+553,+2.94983e+00,+3.11653e+00,+3.03318e+00,+3.00000e+00
+554,+2.94704e+00,+3.11358e+00,+3.03031e+00,+3.00000e+00
+555,+2.94880e+00,+3.11519e+00,+3.03199e+00,+3.00000e+00
+556,+2.94992e+00,+3.11616e+00,+3.03304e+00,+3.00000e+00
+557,+2.94825e+00,+3.11434e+00,+3.03129e+00,+3.00000e+00
+558,+2.94645e+00,+3.11240e+00,+3.02943e+00,+3.00000e+00
+559,+2.94722e+00,+3.11301e+00,+3.03012e+00,+3.00000e+00
+560,+2.94503e+00,+3.11067e+00,+3.02785e+00,+3.00000e+00
+561,+2.94388e+00,+3.10938e+00,+3.02663e+00,+3.00000e+00
+562,+2.94551e+00,+3.11087e+00,+3.02819e+00,+3.00000e+00
+563,+2.94426e+00,+3.10946e+00,+3.02686e+00,+3.00000e+00
+564,+2.94552e+00,+3.11058e+00,+3.02805e+00,+3.00000e+00
+565,+2.94760e+00,+3.11252e+00,+3.03006e+00,+3.00000e+00
+566,+2.94868e+00,+3.11345e+00,+3.03106e+00,+3.00000e+00
+567,+2.94949e+00,+3.11411e+00,+3.03180e+00,+3.00000e+00
+568,+2.94866e+00,+3.11314e+00,+3.03090e+00,+3.00000e+00
+569,+2.95074e+00,+3.11508e+00,+3.03291e+00,+3.00000e+00
+570,+2.94993e+00,+3.11412e+00,+3.03203e+00,+3.00000e+00
+571,+2.95295e+00,+3.11699e+00,+3.03497e+00,+3.00000e+00
+572,+2.95379e+00,+3.11769e+00,+3.03574e+00,+3.00000e+00
+573,+2.95270e+00,+3.11646e+00,+3.03458e+00,+3.00000e+00
+574,+2.95540e+00,+3.11901e+00,+3.03720e+00,+3.00000e+00
+575,+2.95693e+00,+3.12041e+00,+3.03867e+00,+3.00000e+00
+576,+2.95691e+00,+3.12024e+00,+3.03858e+00,+3.00000e+00
+577,+2.95568e+00,+3.11887e+00,+3.03728e+00,+3.00000e+00
+578,+2.95490e+00,+3.11795e+00,+3.03643e+00,+3.00000e+00
+579,+2.95645e+00,+3.11935e+00,+3.03790e+00,+3.00000e+00
+580,+2.95662e+00,+3.11939e+00,+3.03801e+00,+3.00000e+00
+581,+2.95578e+00,+3.11841e+00,+3.03710e+00,+3.00000e+00
+582,+2.95494e+00,+3.11742e+00,+3.03618e+00,+3.00000e+00
+583,+2.95545e+00,+3.11780e+00,+3.03662e+00,+3.00000e+00
+584,+2.95498e+00,+3.11719e+00,+3.03609e+00,+3.00000e+00
+585,+2.95520e+00,+3.11727e+00,+3.03624e+00,+3.00000e+00
+586,+2.95848e+00,+3.12041e+00,+3.03945e+00,+3.00000e+00
+587,+2.95769e+00,+3.11948e+00,+3.03859e+00,+3.00000e+00
+588,+2.95592e+00,+3.11757e+00,+3.03674e+00,+3.00000e+00
+589,+2.95765e+00,+3.11917e+00,+3.03841e+00,+3.00000e+00
+590,+2.95601e+00,+3.11739e+00,+3.03670e+00,+3.00000e+00
+591,+2.95560e+00,+3.11684e+00,+3.03622e+00,+3.00000e+00
+592,+2.95754e+00,+3.11865e+00,+3.03809e+00,+3.00000e+00
+593,+2.95761e+00,+3.11858e+00,+3.03809e+00,+3.00000e+00
+594,+2.95468e+00,+3.11552e+00,+3.03510e+00,+3.00000e+00
+595,+2.95245e+00,+3.11315e+00,+3.03280e+00,+3.00000e+00
+596,+2.95227e+00,+3.11284e+00,+3.03255e+00,+3.00000e+00
+597,+2.95247e+00,+3.11290e+00,+3.03268e+00,+3.00000e+00
+598,+2.95279e+00,+3.11309e+00,+3.03294e+00,+3.00000e+00
+599,+2.95251e+00,+3.11268e+00,+3.03259e+00,+3.00000e+00
+600,+2.95420e+00,+3.11423e+00,+3.03422e+00,+3.00000e+00
+601,+2.95162e+00,+3.11152e+00,+3.03157e+00,+3.00000e+00
+602,+2.94895e+00,+3.10871e+00,+3.02883e+00,+3.00000e+00
+603,+2.95064e+00,+3.11027e+00,+3.03046e+00,+3.00000e+00
+604,+2.95061e+00,+3.11011e+00,+3.03036e+00,+3.00000e+00
+605,+2.95114e+00,+3.11051e+00,+3.03083e+00,+3.00000e+00
+606,+2.95259e+00,+3.11182e+00,+3.03220e+00,+3.00000e+00
+607,+2.95440e+00,+3.11350e+00,+3.03395e+00,+3.00000e+00
+608,+2.95212e+00,+3.11109e+00,+3.03161e+00,+3.00000e+00
+609,+2.95300e+00,+3.11185e+00,+3.03243e+00,+3.00000e+00
+610,+2.94910e+00,+3.10781e+00,+3.02845e+00,+3.00000e+00
+611,+2.94916e+00,+3.10774e+00,+3.02845e+00,+3.00000e+00
+612,+2.94805e+00,+3.10651e+00,+3.02728e+00,+3.00000e+00
+613,+2.94909e+00,+3.10742e+00,+3.02825e+00,+3.00000e+00
+614,+2.94753e+00,+3.10572e+00,+3.02662e+00,+3.00000e+00
+615,+2.94836e+00,+3.10642e+00,+3.02739e+00,+3.00000e+00
+616,+2.94790e+00,+3.10584e+00,+3.02687e+00,+3.00000e+00
+617,+2.94781e+00,+3.10562e+00,+3.02672e+00,+3.00000e+00
+618,+2.94685e+00,+3.10454e+00,+3.02570e+00,+3.00000e+00
+619,+2.94648e+00,+3.10403e+00,+3.02526e+00,+3.00000e+00
+620,+2.94569e+00,+3.10312e+00,+3.02440e+00,+3.00000e+00
+621,+2.94572e+00,+3.10302e+00,+3.02437e+00,+3.00000e+00
+622,+2.94629e+00,+3.10347e+00,+3.02488e+00,+3.00000e+00
+623,+2.94442e+00,+3.10147e+00,+3.02294e+00,+3.00000e+00
+624,+2.94060e+00,+3.09752e+00,+3.01906e+00,+3.00000e+00
+625,+2.94042e+00,+3.09722e+00,+3.01882e+00,+3.00000e+00
+626,+2.94111e+00,+3.09778e+00,+3.01945e+00,+3.00000e+00
+627,+2.94175e+00,+3.09830e+00,+3.02002e+00,+3.00000e+00
+628,+2.94039e+00,+3.09682e+00,+3.01860e+00,+3.00000e+00
+629,+2.93931e+00,+3.09561e+00,+3.01746e+00,+3.00000e+00
+630,+2.94042e+00,+3.09660e+00,+3.01851e+00,+3.00000e+00
+631,+2.93884e+00,+3.09489e+00,+3.01686e+00,+3.00000e+00
+632,+2.94133e+00,+3.09726e+00,+3.01930e+00,+3.00000e+00
+633,+2.94080e+00,+3.09660e+00,+3.01870e+00,+3.00000e+00
+634,+2.94374e+00,+3.09942e+00,+3.02158e+00,+3.00000e+00
+635,+2.94614e+00,+3.10170e+00,+3.02392e+00,+3.00000e+00
+636,+2.94408e+00,+3.09952e+00,+3.02180e+00,+3.00000e+00
+637,+2.94724e+00,+3.10255e+00,+3.02489e+00,+3.00000e+00
+638,+2.94537e+00,+3.10056e+00,+3.02297e+00,+3.00000e+00
+639,+2.94487e+00,+3.09994e+00,+3.02240e+00,+3.00000e+00
+640,+2.94363e+00,+3.09858e+00,+3.02111e+00,+3.00000e+00
+641,+2.94256e+00,+3.09739e+00,+3.01997e+00,+3.00000e+00
+642,+2.94359e+00,+3.09830e+00,+3.02095e+00,+3.00000e+00
+643,+2.94256e+00,+3.09715e+00,+3.01986e+00,+3.00000e+00
+644,+2.94137e+00,+3.09584e+00,+3.01861e+00,+3.00000e+00
+645,+2.94172e+00,+3.09606e+00,+3.01889e+00,+3.00000e+00
+646,+2.94275e+00,+3.09698e+00,+3.01987e+00,+3.00000e+00
+647,+2.94421e+00,+3.09832e+00,+3.02126e+00,+3.00000e+00
+648,+2.94215e+00,+3.09614e+00,+3.01914e+00,+3.00000e+00
+649,+2.94143e+00,+3.09530e+00,+3.01836e+00,+3.00000e+00
+650,+2.94129e+00,+3.09505e+00,+3.01817e+00,+3.00000e+00
+651,+2.93933e+00,+3.09296e+00,+3.01615e+00,+3.00000e+00
+652,+2.94096e+00,+3.09448e+00,+3.01772e+00,+3.00000e+00
+653,+2.93997e+00,+3.09337e+00,+3.01667e+00,+3.00000e+00
+654,+2.93821e+00,+3.09149e+00,+3.01485e+00,+3.00000e+00
+655,+2.93940e+00,+3.09257e+00,+3.01598e+00,+3.00000e+00
+656,+2.93984e+00,+3.09289e+00,+3.01636e+00,+3.00000e+00
+657,+2.93994e+00,+3.09288e+00,+3.01641e+00,+3.00000e+00
+658,+2.93955e+00,+3.09236e+00,+3.01596e+00,+3.00000e+00
+659,+2.93958e+00,+3.09228e+00,+3.01593e+00,+3.00000e+00
+660,+2.93797e+00,+3.09055e+00,+3.01426e+00,+3.00000e+00
+661,+2.93688e+00,+3.08935e+00,+3.01311e+00,+3.00000e+00
+662,+2.93620e+00,+3.08855e+00,+3.01237e+00,+3.00000e+00
+663,+2.93526e+00,+3.08749e+00,+3.01137e+00,+3.00000e+00
+664,+2.93576e+00,+3.08789e+00,+3.01183e+00,+3.00000e+00
+665,+2.93614e+00,+3.08814e+00,+3.01214e+00,+3.00000e+00
+666,+2.93643e+00,+3.08832e+00,+3.01238e+00,+3.00000e+00
+667,+2.93928e+00,+3.09106e+00,+3.01517e+00,+3.00000e+00
+668,+2.93900e+00,+3.09067e+00,+3.01484e+00,+3.00000e+00
+669,+2.93846e+00,+3.09001e+00,+3.01423e+00,+3.00000e+00
+670,+2.93818e+00,+3.08962e+00,+3.01390e+00,+3.00000e+00
+671,+2.93901e+00,+3.09033e+00,+3.01467e+00,+3.00000e+00
+672,+2.93821e+00,+3.08943e+00,+3.01382e+00,+3.00000e+00
+673,+2.93868e+00,+3.08978e+00,+3.01423e+00,+3.00000e+00
+674,+2.93904e+00,+3.09003e+00,+3.01454e+00,+3.00000e+00
+675,+2.93853e+00,+3.08941e+00,+3.01397e+00,+3.00000e+00
+676,+2.93541e+00,+3.08617e+00,+3.01079e+00,+3.00000e+00
+677,+2.93694e+00,+3.08759e+00,+3.01227e+00,+3.00000e+00
+678,+2.93814e+00,+3.08868e+00,+3.01341e+00,+3.00000e+00
+679,+2.93808e+00,+3.08851e+00,+3.01329e+00,+3.00000e+00
+680,+2.93679e+00,+3.08711e+00,+3.01195e+00,+3.00000e+00
+681,+2.93611e+00,+3.08632e+00,+3.01121e+00,+3.00000e+00
+682,+2.93776e+00,+3.08786e+00,+3.01281e+00,+3.00000e+00
+683,+2.93776e+00,+3.08776e+00,+3.01276e+00,+3.00000e+00
+684,+2.93484e+00,+3.08473e+00,+3.00979e+00,+3.00000e+00
+685,+2.93411e+00,+3.08388e+00,+3.00899e+00,+3.00000e+00
+686,+2.93266e+00,+3.08232e+00,+3.00749e+00,+3.00000e+00
+687,+2.93073e+00,+3.08029e+00,+3.00551e+00,+3.00000e+00
+688,+2.93029e+00,+3.07973e+00,+3.00501e+00,+3.00000e+00
+689,+2.93196e+00,+3.08130e+00,+3.00663e+00,+3.00000e+00
+690,+2.93179e+00,+3.08102e+00,+3.00640e+00,+3.00000e+00
+691,+2.93042e+00,+3.07954e+00,+3.00498e+00,+3.00000e+00
+692,+2.92761e+00,+3.07662e+00,+3.00212e+00,+3.00000e+00
+693,+2.92764e+00,+3.07655e+00,+3.00209e+00,+3.00000e+00
+694,+2.92872e+00,+3.07752e+00,+3.00312e+00,+3.00000e+00
+695,+2.93102e+00,+3.07972e+00,+3.00537e+00,+3.00000e+00
+696,+2.93212e+00,+3.08070e+00,+3.00641e+00,+3.00000e+00
+697,+2.93008e+00,+3.07855e+00,+3.00432e+00,+3.00000e+00
+698,+2.93387e+00,+3.08224e+00,+3.00805e+00,+3.00000e+00
+699,+2.93348e+00,+3.08174e+00,+3.00761e+00,+3.00000e+00
+700,+2.93243e+00,+3.08058e+00,+3.00651e+00,+3.00000e+00
+701,+2.93204e+00,+3.08010e+00,+3.00607e+00,+3.00000e+00
+702,+2.93024e+00,+3.07818e+00,+3.00421e+00,+3.00000e+00
+703,+2.93132e+00,+3.07916e+00,+3.00524e+00,+3.00000e+00
+704,+2.93080e+00,+3.07853e+00,+3.00467e+00,+3.00000e+00
+705,+2.92949e+00,+3.07712e+00,+3.00331e+00,+3.00000e+00
+706,+2.93095e+00,+3.07848e+00,+3.00471e+00,+3.00000e+00
+707,+2.93214e+00,+3.07957e+00,+3.00586e+00,+3.00000e+00
+708,+2.93213e+00,+3.07945e+00,+3.00579e+00,+3.00000e+00
+709,+2.93233e+00,+3.07955e+00,+3.00594e+00,+3.00000e+00
+710,+2.93291e+00,+3.08002e+00,+3.00647e+00,+3.00000e+00
+711,+2.93366e+00,+3.08067e+00,+3.00716e+00,+3.00000e+00
+712,+2.93365e+00,+3.08056e+00,+3.00711e+00,+3.00000e+00
